CRASH_HOUR,INJURIES_TOTAL,WEATHER_CONDITION,COUNT
16,1.0,SEVERE CROSS WIND GATE,2
16,1.0,SLEET/HAIL,7
16,1.0,SNOW,150
16,1.0,UNKNOWN,129
16,2.0,CLEAR,984
16,2.0,CLOUDY/OVERCAST,40
16,2.0,FOG/SMOKE/HAZE,1
16,2.0,FREEZING RAIN/DRIZZLE,2
16,2.0,OTHER,3
16,2.0,RAIN,110
16,2.0,SLEET/HAIL,1
16,2.0,SNOW,27
16,2.0,UNKNOWN,10
16,3.0,CLEAR,304
16,3.0,CLOUDY/OVERCAST,8
16,3.0,OTHER,1
16,3.0,RAIN,33
16,3.0,SNOW,8
16,3.0,UNKNOWN,5
16,4.0,BLOWING SNOW,1
16,4.0,CLEAR,114
16,4.0,CLOUDY/OVERCAST,1
16,4.0,FREEZING RAIN/DRIZZLE,1
16,4.0,RAIN,17
16,4.0,SNOW,7
16,4.0,UNKNOWN,4
16,5.0,CLEAR,40
16,5.0,CLOUDY/OVERCAST,3
16,5.0,RAIN,6
16,5.0,SNOW,2
16,6.0,CLEAR,15
16,6.0,SNOW,1
16,7.0,CLEAR,8
16,7.0,RAIN,1
16,8.0,CLEAR,3
16,8.0,RAIN,1
16,9.0,CLEAR,4
16,11.0,CLEAR,1
16,11.0,CLOUDY/OVERCAST,1
16,12.0,OTHER,1
17,0.0,BLOWING SNOW,24
17,0.0,CLEAR,39654
17,0.0,CLOUDY/OVERCAST,1081
17,0.0,FOG/SMOKE/HAZE,40
17,0.0,FREEZING RAIN/DRIZZLE,64
17,0.0,OTHER,115
17,0.0,RAIN,4033
17,0.0,SEVERE CROSS WIND GATE,7
17,0.0,SLEET/HAIL,53
17,0.0,SNOW,1573
17,0.0,UNKNOWN,2731
17,1.0,BLOWING SNOW,3
17,1.0,CLEAR,4827
17,1.0,CLOUDY/OVERCAST,176
17,1.0,FOG/SMOKE/HAZE,6
17,1.0,FREEZING RAIN/DRIZZLE,7
17,1.0,OTHER,22
17,1.0,RAIN,549
17,1.0,SLEET/HAIL,7
17,1.0,SNOW,187
17,1.0,UNKNOWN,141
17,2.0,BLOWING SNOW,1
17,2.0,CLEAR,962
17,2.0,CLOUDY/OVERCAST,37
17,2.0,FOG/SMOKE/HAZE,3
17,2.0,FREEZING RAIN/DRIZZLE,3
17,2.0,OTHER,3
17,2.0,RAIN,108
17,2.0,SLEET/HAIL,2
17,2.0,SNOW,42
17,2.0,UNKNOWN,18
17,3.0,CLEAR,276
17,3.0,CLOUDY/OVERCAST,11
17,3.0,OTHER,2
17,3.0,RAIN,38
17,3.0,SNOW,7
17,3.0,UNKNOWN,4
17,4.0,CLEAR,113
17,4.0,FREEZING RAIN/DRIZZLE,1
17,4.0,RAIN,11
17,4.0,SLEET/HAIL,1
17,4.0,SNOW,3
17,4.0,UNKNOWN,1
17,5.0,CLEAR,34
17,5.0,CLOUDY/OVERCAST,1
17,5.0,FREEZING RAIN/DRIZZLE,1
17,5.0,RAIN,4
17,6.0,CLEAR,13
17,6.0,CLOUDY/OVERCAST,1
17,6.0,RAIN,1
17,7.0,CLEAR,2
17,7.0,RAIN,1
17,9.0,CLEAR,2
17,9.0,RAIN,1
17,10.0,CLEAR,2
17,17.0,CLEAR,1
18,0.0,BLOWING SNOW,20
18,0.0,CLEAR,32167
18,0.0,CLOUDY/OVERCAST,783
18,0.0,FOG/SMOKE/HAZE,38
18,0.0,FREEZING RAIN/DRIZZLE,55
18,0.0,OTHER,112
18,0.0,RAIN,3386
18,0.0,SEVERE CROSS WIND GATE,5
18,0.0,SLEET/HAIL,47
18,0.0,SNOW,1332
18,0.0,UNKNOWN,2528
18,1.0,BLOWING SNOW,4
18,1.0,CLEAR,4007
18,1.0,CLOUDY/OVERCAST,126
18,1.0,FOG/SMOKE/HAZE,4
18,1.0,FREEZING RAIN/DRIZZLE,20
18,1.0,OTHER,24
18,1.0,RAIN,557
18,1.0,SEVERE CROSS WIND GATE,2
18,1.0,SLEET/HAIL,9
18,1.0,SNOW,144
18,1.0,UNKNOWN,133
18,2.0,CLEAR,860
18,2.0,CLOUDY/OVERCAST,20
18,2.0,FREEZING RAIN/DRIZZLE,4
18,2.0,OTHER,6
18,2.0,RAIN,123
18,2.0,SEVERE CROSS WIND GATE,1
18,2.0,SLEET/HAIL,2
18,2.0,SNOW,25
18,2.0,UNKNOWN,15
18,3.0,CLEAR,252
18,3.0,CLOUDY/OVERCAST,9
18,3.0,FREEZING RAIN/DRIZZLE,2
18,3.0,RAIN,33
18,3.0,SNOW,9
18,3.0,UNKNOWN,6
18,4.0,BLOWING SNOW,1
18,4.0,CLEAR,89
18,4.0,CLOUDY/OVERCAST,1
18,4.0,FOG/SMOKE/HAZE,1
18,4.0,FREEZING RAIN/DRIZZLE,2
18,4.0,RAIN,9
18,4.0,SNOW,3
18,5.0,CLEAR,31
18,5.0,RAIN,6
18,5.0,SNOW,2
18,6.0,CLEAR,13
18,6.0,RAIN,2
18,7.0,CLEAR,13
18,7.0,RAIN,1
18,8.0,CLEAR,3
18,9.0,CLEAR,1
19,0.0,BLOWING SNOW,8
19,0.0,CLEAR,23209
19,0.0,CLOUDY/OVERCAST,401
19,0.0,FOG/SMOKE/HAZE,38
19,0.0,FREEZING RAIN/DRIZZLE,61
19,0.0,OTHER,73
19,0.0,RAIN,2714
19,0.0,SEVERE CROSS WIND GATE,3
19,0.0,SLEET/HAIL,29
19,0.0,SNOW,958
19,0.0,UNKNOWN,1895
19,1.0,CLEAR,3170
19,1.0,CLOUDY/OVERCAST,62
19,1.0,FOG/SMOKE/HAZE,5
19,1.0,FREEZING RAIN/DRIZZLE,20
19,1.0,OTHER,13
19,1.0,RAIN,474
19,1.0,SEVERE CROSS WIND GATE,4
19,1.0,SLEET/HAIL,6
19,1.0,SNOW,99
19,1.0,UNKNOWN,103
19,2.0,BLOWING SNOW,1
19,2.0,CLEAR,661
19,2.0,CLOUDY/OVERCAST,18
19,2.0,FOG/SMOKE/HAZE,1
19,2.0,FREEZING RAIN/DRIZZLE,1
19,2.0,OTHER,7
19,2.0,RAIN,87
19,2.0,SEVERE CROSS WIND GATE,1
19,2.0,SLEET/HAIL,3
19,2.0,SNOW,27
19,2.0,UNKNOWN,11
19,3.0,CLEAR,220
19,3.0,CLOUDY/OVERCAST,5
19,3.0,FREEZING RAIN/DRIZZLE,1
19,3.0,OTHER,1
19,3.0,RAIN,31
19,3.0,SLEET/HAIL,2
19,3.0,SNOW,2
19,3.0,UNKNOWN,4
19,4.0,CLEAR,95
19,4.0,CLOUDY/OVERCAST,1
19,4.0,RAIN,11
19,4.0,SNOW,2
19,4.0,UNKNOWN,2
19,5.0,CLEAR,31
19,5.0,RAIN,2
19,6.0,CLEAR,4
19,6.0,CLOUDY/OVERCAST,1
19,6.0,SNOW,1
19,7.0,CLEAR,6
19,8.0,CLEAR,1
19,9.0,CLEAR,1
19,10.0,CLEAR,1
19,11.0,CLEAR,1
19,15.0,CLEAR,1
19,15.0,RAIN,1
20,0.0,BLOWING SNOW,15
20,0.0,CLEAR,18253
20,0.0,CLOUDY/OVERCAST,204
20,0.0,FOG/SMOKE/HAZE,18
20,0.0,FREEZING RAIN/DRIZZLE,43
20,0.0,OTHER,65
20,0.0,RAIN,2376
20,0.0,SEVERE CROSS WIND GATE,4
20,0.0,SLEET/HAIL,35
20,0.0,SNOW,839
20,0.0,UNKNOWN,1627
20,1.0,BLOWING SNOW,1
20,1.0,CLEAR,2574
20,1.0,CLOUDY/OVERCAST,58
20,1.0,FOG/SMOKE/HAZE,6
20,1.0,FREEZING RAIN/DRIZZLE,11
20,1.0,OTHER,26
20,1.0,RAIN,415
20,1.0,SEVERE CROSS WIND GATE,1
20,1.0,SLEET/HAIL,3
20,1.0,SNOW,75
20,1.0,UNKNOWN,85
20,2.0,CLEAR,596
20,2.0,CLOUDY/OVERCAST,10
20,2.0,FREEZING RAIN/DRIZZLE,2
20,2.0,OTHER,3
20,2.0,RAIN,93
20,2.0,SNOW,13
20,2.0,UNKNOWN,14
20,3.0,CLEAR,200
20,3.0,CLOUDY/OVERCAST,2
20,3.0,FREEZING RAIN/DRIZZLE,1
20,3.0,OTHER,2
20,3.0,RAIN,28
20,3.0,SNOW,6
20,3.0,UNKNOWN,2
20,4.0,BLOWING SNOW,1
20,4.0,CLEAR,75
20,4.0,CLOUDY/OVERCAST,3
20,4.0,OTHER,1
20,4.0,RAIN,15
20,4.0,SNOW,1
20,5.0,CLEAR,30
20,5.0,RAIN,5
20,5.0,SNOW,2
20,5.0,UNKNOWN,1
20,6.0,CLEAR,12
20,6.0,RAIN,2
20,7.0,CLEAR,4
20,7.0,CLOUDY/OVERCAST,1
20,7.0,RAIN,1
20,8.0,CLEAR,2
20,9.0,CLEAR,2
20,11.0,CLOUDY/OVERCAST,1
21,0.0,"BLOWING SAND, SOIL, DIRT",1
21,0.0,BLOWING SNOW,10
21,0.0,CLEAR,16010
21,0.0,CLOUDY/OVERCAST,191
21,0.0,FOG/SMOKE/HAZE,34
21,0.0,FREEZING RAIN/DRIZZLE,65
21,0.0,OTHER,89
21,0.0,RAIN,2107
21,0.0,SEVERE CROSS WIND GATE,6
21,0.0,SLEET/HAIL,41
21,0.0,SNOW,818
21,0.0,UNKNOWN,1558
21,1.0,BLOWING SNOW,5
21,1.0,CLEAR,2366
21,1.0,CLOUDY/OVERCAST,29
21,1.0,FOG/SMOKE/HAZE,5
21,1.0,FREEZING RAIN/DRIZZLE,7
21,1.0,OTHER,19
21,1.0,RAIN,411
21,1.0,SLEET/HAIL,4
21,1.0,SNOW,88
21,1.0,UNKNOWN,86
21,2.0,CLEAR,550
21,2.0,CLOUDY/OVERCAST,7
21,2.0,FOG/SMOKE/HAZE,3
21,2.0,FREEZING RAIN/DRIZZLE,2
21,2.0,OTHER,5
21,2.0,RAIN,74
21,2.0,SLEET/HAIL,1
21,2.0,SNOW,17
21,2.0,UNKNOWN,16
21,3.0,CLEAR,204
21,3.0,CLOUDY/OVERCAST,5
21,3.0,OTHER,2
21,3.0,RAIN,18
21,3.0,SNOW,6
21,3.0,UNKNOWN,3
21,4.0,CLEAR,73
21,4.0,CLOUDY/OVERCAST,3
21,4.0,OTHER,1
21,4.0,RAIN,12
21,4.0,SNOW,2
21,4.0,UNKNOWN,3
21,5.0,CLEAR,33
21,5.0,RAIN,6
21,5.0,SNOW,1
21,5.0,UNKNOWN,1
21,6.0,CLEAR,19
21,6.0,RAIN,1
21,7.0,CLEAR,6
21,8.0,CLEAR,2
21,8.0,RAIN,1
21,9.0,CLEAR,3
21,10.0,CLEAR,1
21,16.0,CLEAR,1
22,0.0,"BLOWING SAND, SOIL, DIRT",1
22,0.0,BLOWING SNOW,8
22,0.0,CLEAR,14825
22,0.0,CLOUDY/OVERCAST,163
22,0.0,FOG/SMOKE/HAZE,28
22,0.0,FREEZING RAIN/DRIZZLE,43
22,0.0,OTHER,74
22,0.0,RAIN,1908
22,0.0,SEVERE CROSS WIND GATE,4
22,0.0,SLEET/HAIL,36
22,0.0,SNOW,733
22,0.0,UNKNOWN,1426
22,1.0,BLOWING SNOW,3
22,1.0,CLEAR,2143
22,1.0,CLOUDY/OVERCAST,27
22,1.0,FOG/SMOKE/HAZE,9
22,1.0,FREEZING RAIN/DRIZZLE,6
22,1.0,OTHER,14
22,1.0,RAIN,305
22,1.0,SLEET/HAIL,5
22,1.0,SNOW,77
22,1.0,UNKNOWN,77
22,2.0,CLEAR,555
22,2.0,CLOUDY/OVERCAST,5
22,2.0,FOG/SMOKE/HAZE,1
22,2.0,FREEZING RAIN/DRIZZLE,3
22,2.0,OTHER,4
22,2.0,RAIN,81
22,2.0,SLEET/HAIL,1
22,2.0,SNOW,17
22,2.0,UNKNOWN,12
22,3.0,CLEAR,180
22,3.0,CLOUDY/OVERCAST,3
22,3.0,FREEZING RAIN/DRIZZLE,1
22,3.0,RAIN,35
22,3.0,SNOW,8
22,3.0,UNKNOWN,2
22,4.0,CLEAR,76
22,4.0,RAIN,12
22,4.0,SNOW,2
22,4.0,UNKNOWN,3
22,5.0,CLEAR,37
22,5.0,RAIN,3
22,5.0,SNOW,2
22,5.0,UNKNOWN,2
22,6.0,CLEAR,10
22,6.0,RAIN,1
22,7.0,CLEAR,2
22,7.0,RAIN,1
22,9.0,CLEAR,1
22,10.0,CLEAR,2
23,0.0,BLOWING SNOW,14
23,0.0,CLEAR,12743
23,0.0,CLOUDY/OVERCAST,106
23,0.0,FOG/SMOKE/HAZE,31
23,0.0,FREEZING RAIN/DRIZZLE,55
23,0.0,OTHER,72
23,0.0,RAIN,1657
23,0.0,SEVERE CROSS WIND GATE,2
23,0.0,SLEET/HAIL,21
23,0.0,SNOW,618
23,0.0,UNKNOWN,1255
23,1.0,BLOWING SNOW,3
23,1.0,CLEAR,1909
23,1.0,CLOUDY/OVERCAST,28
23,1.0,FOG/SMOKE/HAZE,8
23,1.0,FREEZING RAIN/DRIZZLE,5
23,1.0,OTHER,9
23,1.0,RAIN,261
23,1.0,SEVERE CROSS WIND GATE,1
23,1.0,SLEET/HAIL,3
23,1.0,SNOW,69
23,1.0,UNKNOWN,64
23,2.0,BLOWING SNOW,1
23,2.0,CLEAR,494
23,2.0,CLOUDY/OVERCAST,4
23,2.0,FOG/SMOKE/HAZE,3
23,2.0,FREEZING RAIN/DRIZZLE,1
23,2.0,OTHER,5
23,2.0,RAIN,67
23,2.0,SLEET/HAIL,1
23,2.0,SNOW,20
23,2.0,UNKNOWN,11
23,3.0,CLEAR,186
23,3.0,CLOUDY/OVERCAST,1
23,3.0,FREEZING RAIN/DRIZZLE,1
23,3.0,OTHER,2
23,3.0,RAIN,27
23,3.0,SNOW,2
23,3.0,UNKNOWN,3
23,4.0,CLEAR,60
23,4.0,RAIN,5
23,4.0,SNOW,2
23,5.0,CLEAR,23
23,5.0,RAIN,3
23,5.0,UNKNOWN,2
23,6.0,CLEAR,14
23,6.0,RAIN,3
23,6.0,SLEET/HAIL,1
23,7.0,CLEAR,5
23,9.0,CLEAR,1
23,11.0,CLEAR,1
