YEAR,WEATHER_CONDITION,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_FATAL,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_UNKNOWN,INJURIES_TOTAL,COUNT
2017,UNKNOWN,2.0,0.0,0.0,0.0,0.0,2.0,3
2017,UNKNOWN,3.0,0.0,1.0,0.0,0.0,4.0,1
2018,CLEAR,0.0,0.0,0.0,0.0,0.0,0.0,80487
2018,CLEAR,0.0,0.0,0.0,1.0,0.0,1.0,3078
2018,CLEAR,0.0,0.0,0.0,2.0,0.0,2.0,601
2018,CLEAR,0.0,0.0,0.0,3.0,0.0,3.0,143
2018,CLEAR,0.0,0.0,0.0,4.0,0.0,4.0,40
2018,CLEAR,0.0,0.0,0.0,5.0,0.0,5.0,16
2018,CLEAR,0.0,0.0,0.0,6.0,0.0,6.0,7
2018,CLEAR,0.0,0.0,0.0,7.0,0.0,7.0,3
2018,CLEAR,0.0,0.0,0.0,8.0,0.0,8.0,1
2018,CLEAR,0.0,0.0,0.0,9.0,0.0,9.0,3
2018,CLEAR,0.0,0.0,0.0,15.0,0.0,15.0,1
2018,CLEAR,0.0,0.0,1.0,0.0,0.0,1.0,48
2018,CLEAR,0.0,0.0,1.0,4.0,0.0,5.0,1
2018,CLEAR,0.0,0.0,2.0,0.0,0.0,2.0,4
2018,CLEAR,0.0,1.0,0.0,0.0,0.0,1.0,5654
2018,CLEAR,0.0,1.0,0.0,1.0,0.0,2.0,204
2018,CLEAR,0.0,1.0,0.0,2.0,0.0,3.0,41
2018,CLEAR,0.0,1.0,0.0,3.0,0.0,4.0,11
2018,CLEAR,0.0,1.0,0.0,4.0,0.0,5.0,4
2018,CLEAR,0.0,1.0,0.0,5.0,0.0,6.0,3
2018,CLEAR,0.0,1.0,1.0,0.0,0.0,2.0,7
2018,CLEAR,0.0,2.0,0.0,0.0,0.0,2.0,933
2018,CLEAR,0.0,2.0,0.0,1.0,0.0,3.0,53
2018,CLEAR,0.0,2.0,0.0,2.0,0.0,4.0,10
2018,CLEAR,0.0,2.0,0.0,3.0,0.0,5.0,1
2018,CLEAR,0.0,2.0,0.0,5.0,0.0,7.0,1
2018,CLEAR,0.0,2.0,0.0,7.0,0.0,9.0,1
2018,CLEAR,0.0,2.0,1.0,0.0,0.0,3.0,3
2018,CLEAR,0.0,2.0,3.0,2.0,0.0,7.0,1
2018,CLEAR,0.0,3.0,0.0,0.0,0.0,3.0,270
2018,CLEAR,0.0,3.0,0.0,1.0,0.0,4.0,12
2018,CLEAR,0.0,3.0,0.0,2.0,0.0,5.0,1
2018,CLEAR,0.0,3.0,0.0,3.0,0.0,6.0,1
2018,CLEAR,0.0,3.0,0.0,4.0,0.0,7.0,1
2018,CLEAR,0.0,4.0,0.0,0.0,0.0,4.0,79
2018,CLEAR,0.0,4.0,0.0,1.0,0.0,5.0,8
2018,CLEAR,0.0,4.0,0.0,2.0,0.0,6.0,1
2018,CLEAR,0.0,5.0,0.0,0.0,0.0,5.0,31
2018,CLEAR,0.0,5.0,0.0,1.0,0.0,6.0,2
2018,CLEAR,0.0,5.0,1.0,0.0,0.0,6.0,1
2018,CLEAR,0.0,5.0,1.0,1.0,0.0,7.0,1
2018,CLEAR,0.0,5.0,1.0,3.0,0.0,9.0,1
2018,CLEAR,0.0,6.0,0.0,0.0,0.0,6.0,10
2018,CLEAR,0.0,6.0,0.0,1.0,0.0,7.0,2
2018,CLEAR,0.0,6.0,0.0,2.0,0.0,8.0,1
2018,CLEAR,0.0,7.0,0.0,0.0,0.0,7.0,3
2018,CLEAR,0.0,7.0,0.0,2.0,0.0,9.0,1
2018,CLEAR,0.0,8.0,0.0,0.0,0.0,8.0,2
2018,CLEAR,0.0,9.0,0.0,0.0,0.0,9.0,1
2018,CLEAR,0.0,10.0,0.0,0.0,0.0,10.0,1
2018,CLEAR,0.0,11.0,0.0,0.0,0.0,11.0,1
2018,CLEAR,0.0,21.0,0.0,0.0,0.0,21.0,1
2018,CLEAR,1.0,0.0,0.0,0.0,0.0,1.0,1207
2018,CLEAR,1.0,0.0,0.0,1.0,0.0,2.0,52
2018,CLEAR,1.0,0.0,0.0,2.0,0.0,3.0,9
2018,CLEAR,1.0,0.0,0.0,3.0,0.0,4.0,2
2018,CLEAR,1.0,0.0,1.0,0.0,0.0,2.0,8
2018,CLEAR,1.0,0.0,1.0,1.0,0.0,3.0,1
2018,CLEAR,1.0,0.0,1.0,3.0,0.0,5.0,1
2018,CLEAR,1.0,0.0,1.0,5.0,0.0,7.0,1
2018,CLEAR,1.0,0.0,2.0,0.0,0.0,3.0,1
2018,CLEAR,1.0,1.0,0.0,0.0,0.0,2.0,145
2018,CLEAR,1.0,1.0,0.0,1.0,0.0,3.0,5
2018,CLEAR,1.0,1.0,0.0,2.0,0.0,4.0,4
2018,CLEAR,1.0,1.0,0.0,3.0,0.0,5.0,1
2018,CLEAR,1.0,1.0,1.0,0.0,0.0,3.0,1
2018,CLEAR,1.0,2.0,0.0,0.0,0.0,3.0,39
2018,CLEAR,1.0,2.0,0.0,1.0,0.0,4.0,3
2018,CLEAR,1.0,2.0,2.0,0.0,0.0,5.0,1
2018,CLEAR,1.0,3.0,0.0,0.0,0.0,4.0,17
2018,CLEAR,1.0,3.0,0.0,1.0,0.0,5.0,1
2018,CLEAR,1.0,4.0,0.0,0.0,0.0,5.0,7
2018,CLEAR,1.0,4.0,0.0,2.0,0.0,7.0,1
2018,CLEAR,1.0,5.0,0.0,0.0,0.0,6.0,3
2018,CLEAR,1.0,6.0,0.0,0.0,0.0,7.0,2
2018,CLEAR,1.0,6.0,0.0,3.0,0.0,10.0,1
2018,CLEAR,2.0,0.0,0.0,0.0,0.0,2.0,95
2018,CLEAR,2.0,0.0,0.0,1.0,0.0,3.0,4
2018,CLEAR,2.0,0.0,0.0,2.0,0.0,4.0,1
2018,CLEAR,2.0,0.0,1.0,0.0,0.0,3.0,1
2018,CLEAR,2.0,0.0,2.0,0.0,0.0,4.0,1
2018,CLEAR,2.0,0.0,3.0,0.0,0.0,5.0,1
2018,CLEAR,2.0,1.0,0.0,0.0,0.0,3.0,26
2018,CLEAR,2.0,1.0,1.0,0.0,0.0,4.0,1
2018,CLEAR,2.0,2.0,0.0,0.0,0.0,4.0,3
2018,CLEAR,2.0,3.0,0.0,0.0,0.0,5.0,2
2018,CLEAR,2.0,3.0,0.0,1.0,0.0,6.0,1
2018,CLEAR,2.0,4.0,0.0,0.0,0.0,6.0,3
2018,CLEAR,2.0,5.0,0.0,0.0,0.0,7.0,1
2018,CLEAR,2.0,7.0,0.0,0.0,0.0,9.0,1
2018,CLEAR,3.0,0.0,0.0,0.0,0.0,3.0,21
2018,CLEAR,3.0,0.0,0.0,1.0,0.0,4.0,2
2018,CLEAR,3.0,0.0,0.0,2.0,0.0,5.0,1
2018,CLEAR,3.0,0.0,1.0,1.0,0.0,5.0,1
2018,CLEAR,3.0,1.0,0.0,0.0,0.0,4.0,6
2018,CLEAR,3.0,2.0,0.0,0.0,0.0,5.0,1
2018,CLEAR,3.0,3.0,0.0,0.0,0.0,6.0,1
2018,CLEAR,4.0,0.0,0.0,0.0,0.0,4.0,11
2018,CLEAR,4.0,0.0,0.0,2.0,0.0,6.0,1
2018,CLEAR,4.0,2.0,0.0,0.0,0.0,6.0,1
2018,CLEAR,5.0,0.0,0.0,0.0,0.0,5.0,2
2018,CLEAR,6.0,2.0,0.0,0.0,0.0,8.0,1
2018,CLEAR,7.0,1.0,0.0,1.0,0.0,9.0,1
2018,CLOUDY/OVERCAST,0.0,0.0,0.0,0.0,0.0,0.0,3214
2018,CLOUDY/OVERCAST,0.0,0.0,0.0,1.0,0.0,1.0,161
2018,CLOUDY/OVERCAST,0.0,0.0,0.0,2.0,0.0,2.0,30
2018,CLOUDY/OVERCAST,0.0,0.0,0.0,3.0,0.0,3.0,6
2018,CLOUDY/OVERCAST,0.0,0.0,0.0,4.0,0.0,4.0,4
2018,CLOUDY/OVERCAST,0.0,0.0,0.0,8.0,0.0,8.0,1
2018,CLOUDY/OVERCAST,0.0,0.0,1.0,0.0,0.0,1.0,2
2018,CLOUDY/OVERCAST,0.0,1.0,0.0,0.0,0.0,1.0,245
2018,CLOUDY/OVERCAST,0.0,1.0,0.0,1.0,0.0,2.0,12
2018,CLOUDY/OVERCAST,0.0,1.0,0.0,2.0,0.0,3.0,7
2018,CLOUDY/OVERCAST,0.0,2.0,0.0,0.0,0.0,2.0,43
2018,CLOUDY/OVERCAST,0.0,2.0,0.0,1.0,0.0,3.0,3
2018,CLOUDY/OVERCAST,0.0,3.0,0.0,0.0,0.0,3.0,21
2018,CLOUDY/OVERCAST,0.0,3.0,0.0,1.0,0.0,4.0,1
2018,CLOUDY/OVERCAST,0.0,4.0,0.0,0.0,0.0,4.0,1
2018,CLOUDY/OVERCAST,0.0,5.0,0.0,0.0,0.0,5.0,1
2018,CLOUDY/OVERCAST,0.0,7.0,0.0,0.0,0.0,7.0,1
2018,CLOUDY/OVERCAST,0.0,11.0,0.0,0.0,0.0,11.0,1
2018,CLOUDY/OVERCAST,1.0,0.0,0.0,0.0,0.0,1.0,50
2018,CLOUDY/OVERCAST,1.0,0.0,0.0,1.0,0.0,2.0,1
2018,CLOUDY/OVERCAST,1.0,0.0,0.0,2.0,0.0,3.0,1
2018,CLOUDY/OVERCAST,1.0,0.0,0.0,3.0,0.0,4.0,1
2018,CLOUDY/OVERCAST,1.0,0.0,1.0,0.0,0.0,2.0,1
2018,CLOUDY/OVERCAST,1.0,1.0,0.0,0.0,0.0,2.0,4
2018,CLOUDY/OVERCAST,1.0,1.0,0.0,1.0,0.0,3.0,1
2018,CLOUDY/OVERCAST,1.0,2.0,0.0,0.0,0.0,3.0,2
2018,CLOUDY/OVERCAST,1.0,3.0,0.0,0.0,0.0,4.0,1
2018,CLOUDY/OVERCAST,2.0,0.0,0.0,0.0,0.0,2.0,2
2018,CLOUDY/OVERCAST,2.0,1.0,0.0,0.0,0.0,3.0,2
2018,CLOUDY/OVERCAST,3.0,0.0,0.0,0.0,0.0,3.0,1
2018,FOG/SMOKE/HAZE,0.0,0.0,0.0,0.0,0.0,0.0,311
2018,FOG/SMOKE/HAZE,0.0,0.0,0.0,1.0,0.0,1.0,12
2018,FOG/SMOKE/HAZE,0.0,0.0,0.0,2.0,0.0,2.0,5
2018,FOG/SMOKE/HAZE,0.0,0.0,0.0,3.0,0.0,3.0,2
2018,FOG/SMOKE/HAZE,0.0,0.0,0.0,4.0,0.0,4.0,2
2018,FOG/SMOKE/HAZE,0.0,1.0,0.0,0.0,0.0,1.0,25
2018,FOG/SMOKE/HAZE,0.0,1.0,0.0,1.0,0.0,2.0,3
2018,FOG/SMOKE/HAZE,0.0,1.0,0.0,2.0,0.0,3.0,1
2018,FOG/SMOKE/HAZE,0.0,2.0,0.0,0.0,0.0,2.0,6
2018,FOG/SMOKE/HAZE,0.0,3.0,0.0,0.0,0.0,3.0,1
2018,FOG/SMOKE/HAZE,0.0,3.0,0.0,1.0,0.0,4.0,1
2018,FOG/SMOKE/HAZE,1.0,0.0,0.0,0.0,0.0,1.0,6
2018,FOG/SMOKE/HAZE,1.0,0.0,0.0,1.0,0.0,2.0,1
2018,FOG/SMOKE/HAZE,2.0,0.0,0.0,0.0,0.0,2.0,1
2018,OTHER,0.0,0.0,0.0,0.0,0.0,0.0,330
2018,OTHER,0.0,0.0,0.0,1.0,0.0,1.0,18
2018,OTHER,0.0,0.0,0.0,2.0,0.0,2.0,4
2018,OTHER,0.0,1.0,0.0,0.0,0.0,1.0,41
2018,OTHER,0.0,1.0,0.0,1.0,0.0,2.0,1
2018,OTHER,0.0,1.0,1.0,0.0,0.0,2.0,1
2018,OTHER,0.0,2.0,0.0,0.0,0.0,2.0,7
2018,OTHER,0.0,2.0,0.0,1.0,0.0,3.0,1
2018,OTHER,0.0,3.0,0.0,0.0,0.0,3.0,1
2018,OTHER,0.0,5.0,0.0,0.0,0.0,5.0,1
2018,OTHER,1.0,0.0,0.0,0.0,0.0,1.0,9
2018,OTHER,1.0,0.0,0.0,1.0,0.0,2.0,2
2018,OTHER,1.0,1.0,0.0,0.0,0.0,2.0,1
2018,RAIN,0.0,0.0,0.0,0.0,0.0,0.0,8783
2018,RAIN,0.0,0.0,0.0,1.0,0.0,1.0,421
2018,RAIN,0.0,0.0,0.0,2.0,0.0,2.0,96
2018,RAIN,0.0,0.0,0.0,3.0,0.0,3.0,22
2018,RAIN,0.0,0.0,0.0,4.0,0.0,4.0,7
2018,RAIN,0.0,0.0,0.0,5.0,0.0,5.0,3
2018,RAIN,0.0,0.0,0.0,6.0,0.0,6.0,1
2018,RAIN,0.0,0.0,1.0,0.0,0.0,1.0,11
2018,RAIN,0.0,0.0,1.0,2.0,0.0,3.0,1
2018,RAIN,0.0,0.0,3.0,0.0,0.0,3.0,1
2018,RAIN,0.0,1.0,0.0,0.0,0.0,1.0,766
2018,RAIN,0.0,1.0,0.0,1.0,0.0,2.0,30
2018,RAIN,0.0,1.0,0.0,2.0,0.0,3.0,5
2018,RAIN,0.0,1.0,0.0,4.0,0.0,5.0,1
2018,RAIN,0.0,1.0,1.0,0.0,0.0,2.0,1
2018,RAIN,0.0,2.0,0.0,0.0,0.0,2.0,154
2018,RAIN,0.0,2.0,0.0,1.0,0.0,3.0,6
2018,RAIN,0.0,2.0,0.0,2.0,0.0,4.0,2
2018,RAIN,0.0,3.0,0.0,0.0,0.0,3.0,41
2018,RAIN,0.0,3.0,0.0,1.0,0.0,4.0,2
2018,RAIN,0.0,4.0,0.0,0.0,0.0,4.0,15
2018,RAIN,0.0,4.0,0.0,1.0,0.0,5.0,2
2018,RAIN,0.0,5.0,0.0,0.0,0.0,5.0,9
2018,RAIN,0.0,6.0,0.0,0.0,0.0,6.0,1
2018,RAIN,0.0,9.0,0.0,0.0,0.0,9.0,1
2018,RAIN,1.0,0.0,0.0,0.0,0.0,1.0,185
2018,RAIN,1.0,0.0,0.0,1.0,0.0,2.0,6
2018,RAIN,1.0,0.0,0.0,2.0,0.0,3.0,1
2018,RAIN,1.0,0.0,0.0,4.0,0.0,5.0,1
2018,RAIN,1.0,0.0,1.0,0.0,0.0,2.0,2
2018,RAIN,1.0,1.0,0.0,0.0,0.0,2.0,29
2018,RAIN,1.0,1.0,0.0,1.0,0.0,3.0,3
2018,RAIN,1.0,1.0,1.0,0.0,0.0,3.0,1
2018,RAIN,1.0,2.0,0.0,0.0,0.0,3.0,8
2018,RAIN,1.0,3.0,0.0,0.0,0.0,4.0,1
2018,RAIN,1.0,6.0,0.0,0.0,0.0,7.0,1
2018,RAIN,2.0,0.0,0.0,0.0,0.0,2.0,19
2018,RAIN,2.0,0.0,0.0,1.0,0.0,3.0,2
2018,RAIN,2.0,1.0,0.0,0.0,0.0,3.0,3
2018,RAIN,2.0,2.0,0.0,0.0,0.0,4.0,1
2018,RAIN,3.0,0.0,0.0,0.0,0.0,3.0,5
2018,RAIN,4.0,0.0,0.0,0.0,0.0,4.0,3
2018,RAIN,5.0,0.0,0.0,0.0,0.0,5.0,1
2018,SEVERE CROSS WIND GATE,0.0,0.0,0.0,0.0,0.0,0.0,10
2018,SLEET/HAIL,0.0,0.0,0.0,0.0,0.0,0.0,147
2018,SLEET/HAIL,0.0,0.0,0.0,1.0,0.0,1.0,6
2018,SLEET/HAIL,0.0,0.0,0.0,2.0,0.0,2.0,4
2018,SLEET/HAIL,0.0,0.0,0.0,3.0,0.0,3.0,1
2018,SLEET/HAIL,0.0,1.0,0.0,0.0,0.0,1.0,22
2018,SLEET/HAIL,0.0,2.0,0.0,0.0,0.0,2.0,3
2018,SLEET/HAIL,0.0,3.0,0.0,0.0,0.0,3.0,1
2018,SLEET/HAIL,0.0,5.0,0.0,0.0,0.0,5.0,1
2018,SLEET/HAIL,1.0,0.0,0.0,0.0,0.0,1.0,4
2018,SLEET/HAIL,1.0,0.0,0.0,1.0,0.0,2.0,1
2018,SNOW,0.0,0.0,0.0,0.0,0.0,0.0,3993
2018,SNOW,0.0,0.0,0.0,1.0,0.0,1.0,160
2018,SNOW,0.0,0.0,0.0,2.0,0.0,2.0,22
2018,SNOW,0.0,0.0,0.0,3.0,0.0,3.0,12
2018,SNOW,0.0,0.0,0.0,5.0,0.0,5.0,1
2018,SNOW,0.0,0.0,1.0,0.0,0.0,1.0,3
2018,SNOW,0.0,1.0,0.0,0.0,0.0,1.0,254
2018,SNOW,0.0,1.0,0.0,1.0,0.0,2.0,3
2018,SNOW,0.0,1.0,0.0,2.0,0.0,3.0,2
2018,SNOW,0.0,1.0,1.0,0.0,0.0,2.0,1
2018,SNOW,0.0,2.0,0.0,0.0,0.0,2.0,50
2018,SNOW,0.0,2.0,0.0,1.0,0.0,3.0,3
2018,SNOW,0.0,2.0,0.0,3.0,0.0,5.0,1
2018,SNOW,0.0,3.0,0.0,0.0,0.0,3.0,12
2018,SNOW,0.0,4.0,0.0,0.0,0.0,4.0,3
2018,SNOW,0.0,5.0,0.0,0.0,0.0,5.0,2
2018,SNOW,0.0,6.0,0.0,0.0,0.0,6.0,1
2018,SNOW,1.0,0.0,0.0,0.0,0.0,1.0,43
2018,SNOW,1.0,0.0,0.0,1.0,0.0,2.0,2
2018,SNOW,1.0,0.0,0.0,2.0,0.0,3.0,1
2018,SNOW,1.0,1.0,0.0,0.0,0.0,2.0,8
2018,SNOW,1.0,5.0,0.0,0.0,0.0,6.0,1
2018,SNOW,2.0,0.0,0.0,0.0,0.0,2.0,4
2018,SNOW,2.0,1.0,0.0,0.0,0.0,3.0,1
2018,SNOW,3.0,1.0,0.0,0.0,0.0,4.0,1
2018,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,4471
2018,UNKNOWN,0.0,0.0,0.0,1.0,0.0,1.0,70
2018,UNKNOWN,0.0,0.0,0.0,2.0,0.0,2.0,11
2018,UNKNOWN,0.0,0.0,0.0,3.0,0.0,3.0,1
2018,UNKNOWN,0.0,0.0,0.0,10.0,0.0,10.0,1
2018,UNKNOWN,0.0,0.0,1.0,0.0,0.0,1.0,2
2018,UNKNOWN,0.0,1.0,0.0,0.0,0.0,1.0,104
2018,UNKNOWN,0.0,1.0,0.0,2.0,0.0,3.0,1
2018,UNKNOWN,0.0,1.0,1.0,3.0,0.0,5.0,1
2018,UNKNOWN,0.0,2.0,0.0,0.0,0.0,2.0,9
2018,UNKNOWN,0.0,3.0,0.0,0.0,0.0,3.0,2
2018,UNKNOWN,0.0,3.0,0.0,1.0,0.0,4.0,1
2018,UNKNOWN,1.0,0.0,0.0,0.0,0.0,1.0,17
2018,UNKNOWN,1.0,1.0,0.0,0.0,0.0,2.0,1
2018,UNKNOWN,1.0,2.0,0.0,0.0,0.0,3.0,1
2018,UNKNOWN,1.0,3.0,0.0,0.0,0.0,4.0,1
2018,UNKNOWN,4.0,0.0,0.0,0.0,0.0,4.0,1
2019,BLOWING SNOW,0.0,0.0,0.0,0.0,0.0,0.0,20
2019,BLOWING SNOW,0.0,0.0,0.0,1.0,0.0,1.0,1
2019,BLOWING SNOW,0.0,1.0,0.0,0.0,0.0,1.0,1
2019,BLOWING SNOW,2.0,1.0,0.0,0.0,0.0,3.0,1
2019,CLEAR,0.0,0.0,0.0,0.0,0.0,0.0,78059
2019,CLEAR,0.0,0.0,0.0,1.0,0.0,1.0,2945
2019,CLEAR,0.0,0.0,0.0,2.0,0.0,2.0,613
2019,CLEAR,0.0,0.0,0.0,3.0,0.0,3.0,164
2019,CLEAR,0.0,0.0,0.0,4.0,0.0,4.0,43
2019,CLEAR,0.0,0.0,0.0,5.0,0.0,5.0,18
2019,CLEAR,0.0,0.0,0.0,6.0,0.0,6.0,3
2019,CLEAR,0.0,0.0,0.0,7.0,0.0,7.0,1
2019,CLEAR,0.0,0.0,0.0,8.0,0.0,8.0,1
2019,CLEAR,0.0,0.0,0.0,15.0,0.0,15.0,1
2019,CLEAR,0.0,0.0,1.0,0.0,0.0,1.0,53
2019,CLEAR,0.0,0.0,1.0,1.0,0.0,2.0,1
2019,CLEAR,0.0,0.0,2.0,0.0,0.0,2.0,1
2019,CLEAR,0.0,1.0,0.0,0.0,0.0,1.0,5471
2019,CLEAR,0.0,1.0,0.0,1.0,0.0,2.0,213
2019,CLEAR,0.0,1.0,0.0,2.0,0.0,3.0,48
2019,CLEAR,0.0,1.0,0.0,3.0,0.0,4.0,13
2019,CLEAR,0.0,1.0,0.0,4.0,0.0,5.0,2
2019,CLEAR,0.0,1.0,0.0,5.0,0.0,6.0,3
2019,CLEAR,0.0,1.0,0.0,6.0,0.0,7.0,1
2019,CLEAR,0.0,1.0,1.0,0.0,0.0,2.0,5
2019,CLEAR,0.0,1.0,2.0,0.0,0.0,3.0,1
2019,CLEAR,0.0,2.0,0.0,0.0,0.0,2.0,938
2019,CLEAR,0.0,2.0,0.0,1.0,0.0,3.0,36
2019,CLEAR,0.0,2.0,0.0,2.0,0.0,4.0,8
2019,CLEAR,0.0,2.0,0.0,3.0,0.0,5.0,2
2019,CLEAR,0.0,2.0,0.0,4.0,0.0,6.0,1
2019,CLEAR,0.0,2.0,1.0,0.0,0.0,3.0,4
2019,CLEAR,0.0,3.0,0.0,0.0,0.0,3.0,279
2019,CLEAR,0.0,3.0,0.0,1.0,0.0,4.0,17
2019,CLEAR,0.0,3.0,0.0,3.0,0.0,6.0,2
2019,CLEAR,0.0,3.0,0.0,4.0,0.0,7.0,1
2019,CLEAR,0.0,4.0,0.0,0.0,0.0,4.0,108
2019,CLEAR,0.0,4.0,0.0,1.0,0.0,5.0,5
2019,CLEAR,0.0,4.0,0.0,2.0,0.0,6.0,1
2019,CLEAR,0.0,4.0,1.0,0.0,0.0,5.0,1
2019,CLEAR,0.0,5.0,0.0,0.0,0.0,5.0,32
2019,CLEAR,0.0,6.0,0.0,0.0,0.0,6.0,19
2019,CLEAR,0.0,6.0,0.0,1.0,0.0,7.0,1
2019,CLEAR,0.0,7.0,0.0,0.0,0.0,7.0,4
2019,CLEAR,0.0,8.0,0.0,0.0,0.0,8.0,1
2019,CLEAR,0.0,9.0,0.0,0.0,0.0,9.0,1
2019,CLEAR,0.0,10.0,0.0,0.0,0.0,10.0,1
2019,CLEAR,0.0,11.0,0.0,0.0,0.0,11.0,1
2019,CLEAR,0.0,16.0,0.0,0.0,0.0,16.0,1
2019,CLEAR,1.0,0.0,0.0,0.0,0.0,1.0,1105
2019,CLEAR,1.0,0.0,0.0,1.0,0.0,2.0,57
2019,CLEAR,1.0,0.0,0.0,2.0,0.0,3.0,9
2019,CLEAR,1.0,0.0,0.0,3.0,0.0,4.0,1
2019,CLEAR,1.0,0.0,0.0,4.0,0.0,5.0,1
2019,CLEAR,1.0,0.0,1.0,0.0,0.0,2.0,4
2019,CLEAR,1.0,1.0,0.0,0.0,0.0,2.0,133
2019,CLEAR,1.0,1.0,0.0,1.0,0.0,3.0,15
2019,CLEAR,1.0,1.0,1.0,0.0,0.0,3.0,1
2019,CLEAR,1.0,2.0,0.0,0.0,0.0,3.0,32
2019,CLEAR,1.0,2.0,0.0,1.0,0.0,4.0,2
2019,CLEAR,1.0,2.0,1.0,0.0,0.0,4.0,1
2019,CLEAR,1.0,3.0,0.0,0.0,0.0,4.0,19
2019,CLEAR,1.0,3.0,0.0,1.0,0.0,5.0,2
2019,CLEAR,1.0,3.0,0.0,2.0,0.0,6.0,1
2019,CLEAR,1.0,4.0,0.0,0.0,0.0,5.0,9
2019,CLEAR,1.0,4.0,0.0,1.0,0.0,6.0,1
2019,CLEAR,1.0,5.0,0.0,0.0,0.0,6.0,3
2019,CLEAR,1.0,6.0,0.0,0.0,0.0,7.0,1
2019,CLEAR,1.0,7.0,0.0,0.0,0.0,8.0,1
2019,CLEAR,2.0,0.0,0.0,0.0,0.0,2.0,111
2019,CLEAR,2.0,0.0,0.0,1.0,0.0,3.0,7
2019,CLEAR,2.0,0.0,0.0,2.0,0.0,4.0,1
2019,CLEAR,2.0,0.0,1.0,0.0,0.0,3.0,2
2019,CLEAR,2.0,1.0,0.0,0.0,0.0,3.0,16
2019,CLEAR,2.0,1.0,0.0,1.0,0.0,4.0,2
2019,CLEAR,2.0,1.0,0.0,4.0,0.0,7.0,1
2019,CLEAR,2.0,1.0,2.0,0.0,0.0,5.0,1
2019,CLEAR,2.0,2.0,0.0,0.0,0.0,4.0,7
2019,CLEAR,2.0,2.0,0.0,2.0,0.0,6.0,1
2019,CLEAR,2.0,5.0,0.0,0.0,0.0,7.0,1
2019,CLEAR,3.0,0.0,0.0,0.0,0.0,3.0,26
2019,CLEAR,3.0,0.0,0.0,1.0,0.0,4.0,2
2019,CLEAR,3.0,1.0,0.0,0.0,0.0,4.0,6
2019,CLEAR,3.0,1.0,0.0,1.0,0.0,5.0,1
2019,CLEAR,3.0,1.0,0.0,9.0,0.0,13.0,1
2019,CLEAR,3.0,2.0,0.0,0.0,0.0,5.0,2
2019,CLEAR,4.0,0.0,0.0,0.0,0.0,4.0,8
2019,CLEAR,4.0,0.0,0.0,1.0,0.0,5.0,1
2019,CLEAR,4.0,0.0,1.0,0.0,0.0,5.0,2
2019,CLEAR,4.0,2.0,0.0,0.0,0.0,6.0,1
2019,CLEAR,5.0,0.0,0.0,0.0,0.0,5.0,2
2019,CLEAR,5.0,2.0,0.0,0.0,0.0,7.0,2
2019,CLOUDY/OVERCAST,0.0,0.0,0.0,0.0,0.0,0.0,3181
2019,CLOUDY/OVERCAST,0.0,0.0,0.0,1.0,0.0,1.0,164
2019,CLOUDY/OVERCAST,0.0,0.0,0.0,2.0,0.0,2.0,30
2019,CLOUDY/OVERCAST,0.0,0.0,0.0,3.0,0.0,3.0,5
2019,CLOUDY/OVERCAST,0.0,0.0,0.0,4.0,0.0,4.0,1
2019,CLOUDY/OVERCAST,0.0,0.0,0.0,5.0,0.0,5.0,1
2019,CLOUDY/OVERCAST,0.0,0.0,0.0,6.0,0.0,6.0,1
2019,CLOUDY/OVERCAST,0.0,0.0,1.0,0.0,0.0,1.0,2
2019,CLOUDY/OVERCAST,0.0,1.0,0.0,0.0,0.0,1.0,265
2019,CLOUDY/OVERCAST,0.0,1.0,0.0,1.0,0.0,2.0,17
2019,CLOUDY/OVERCAST,0.0,1.0,0.0,4.0,0.0,5.0,1
2019,CLOUDY/OVERCAST,0.0,1.0,0.0,5.0,0.0,6.0,1
2019,CLOUDY/OVERCAST,0.0,2.0,0.0,0.0,0.0,2.0,49
2019,CLOUDY/OVERCAST,0.0,2.0,0.0,1.0,0.0,3.0,3
2019,CLOUDY/OVERCAST,0.0,2.0,1.0,0.0,0.0,3.0,1
2019,CLOUDY/OVERCAST,0.0,3.0,0.0,0.0,0.0,3.0,13
2019,CLOUDY/OVERCAST,0.0,3.0,0.0,3.0,0.0,6.0,1
2019,CLOUDY/OVERCAST,0.0,4.0,0.0,0.0,0.0,4.0,7
2019,CLOUDY/OVERCAST,0.0,5.0,0.0,0.0,0.0,5.0,1
2019,CLOUDY/OVERCAST,0.0,10.0,0.0,0.0,0.0,10.0,1
2019,CLOUDY/OVERCAST,1.0,0.0,0.0,0.0,0.0,1.0,42
2019,CLOUDY/OVERCAST,1.0,0.0,0.0,1.0,0.0,2.0,2
2019,CLOUDY/OVERCAST,1.0,0.0,0.0,2.0,0.0,3.0,1
2019,CLOUDY/OVERCAST,1.0,0.0,1.0,0.0,0.0,2.0,1
2019,CLOUDY/OVERCAST,1.0,1.0,0.0,0.0,0.0,2.0,7
2019,CLOUDY/OVERCAST,1.0,2.0,0.0,0.0,0.0,3.0,4
2019,CLOUDY/OVERCAST,2.0,0.0,0.0,0.0,0.0,2.0,8
2019,FOG/SMOKE/HAZE,0.0,0.0,0.0,0.0,0.0,0.0,124
